Data,,,Translation,,Code,Formatting
1633711496,82,9,Detector On  (Veh Det #9),,,
1633711496,81,10,Detector Off  (Veh Det #10),,,
1633711496,81,9,Detector Off  (Veh Det #9),,,
1633711499,81,12,Detector Off  (Veh Det #12),,,
1633711500,22,2,Ped Begin Clearance  (Ped 2),,,
1633711500,42,2,Phase Hold Released  (Phase 2),,,
1633711500,46,2,Phase Omit On  (Phase 2),,,
1633711500,82,10,Detector On  (Veh Det #10),,,
1633711501,81,10,Detector Off  (Veh Det #10),,,
1633711502,82,9,Detector On  (Veh Det #9),,,
1633711502,81,11,Detector Off  (Veh Det #11),,,
1633711503,81,9,Detector Off  (Veh Det #9),,,
1633711503,82,1,Detector On  (Veh Det #1),,,
1633711503,2,1,Phase Check  (Phase 1),,,
1633711503,43,1,Phase Call Registered  (Phase 1),,,
1633711503,82,16,Detector On  (Veh Det #16),,,
1633711503,81,16,Detector Off  (Veh Det #16),,,
1633711504,82,9,Detector On  (Veh Det #9),,,
1633711505,81,9,Detector Off  (Veh Det #9),,,
1633711505,82,10,Detector On  (Veh Det #10),,,
1633711505,81,10,Detector Off  (Veh Det #10),,,
1633711505,82,10,Detector On  (Veh Det #10),,,
1633711506,81,10,Detector Off  (Veh Det #10),,,
1633711506,82,11,Detector On  (Veh Det #11),,,
1633711507,82,16,Detector On  (Veh Det #16),,,
1633711507,81,16,Detector Off  (Veh Det #16),,,
1633711508,81,11,Detector Off  (Veh Det #11),,,
1633711513,82,12,Detector On  (Veh Det #12),,,
1633711513,81,12,Detector Off  (Veh Det #12),,,
1633711514,82,10,Detector On  (Veh Det #10),,,
1633711515,82,12,Detector On  (Veh Det #12),,,
1633711515,82,16,Detector On  (Veh Det #16),,,
1633711515,81,10,Detector Off  (Veh Det #10),,,
1633711515,151,4,Coord Phase Yield Pt  (Phase 4),,,
1633711515,7,2,Phase Green Term  (Phase 2),,,
1633711515,8,2,Phase Begin Yellow Cl  (Phase 2),,,
1633711515,23,2,Ped Begin Don’t Walk  (Ped 2),,,
1633711515,47,2,Phase Omit Off  (Phase 2),,,
1633711515,47,4,Phase Omit Off  (Phase 4),,,
1633711515,49,4,Ped Omit Off  (Ped 4),,,
1633711515,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633711515,151,1,Coord Phase Yield Pt  (Phase 1),,,
1633711515,151,3,Coord Phase Yield Pt  (Phase 3),,,
1633711515,2,2,Phase Check  (Phase 2),,,
1633711515,47,1,Phase Omit Off  (Phase 1),,,
1633711515,49,1,Ped Omit Off  (Ped 1),,,
1633711516,81,12,Detector Off  (Veh Det #12),,,
1633711516,81,16,Detector Off  (Veh Det #16),,,
1633711516,82,12,Detector On  (Veh Det #12),,,
1633711517,81,12,Detector Off  (Veh Det #12),,,
1633711517,82,11,Detector On  (Veh Det #11),,,
1633711517,82,12,Detector On  (Veh Det #12),,,
1633711517,81,12,Detector Off  (Veh Det #12),,,
1633711518,82,12,Detector On  (Veh Det #12),,,
1633711518,81,11,Detector Off  (Veh Det #11),,,
1633711518,81,12,Detector Off  (Veh Det #12),,,
1633711519,9,2,Phase End Yellow Cl  (Phase 2),,,
1633711519,10,2,Phase Begin Red Cl  (Phase 2),,,
1633711519,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633711520,82,12,Detector On  (Veh Det #12),,,
1633711520,12,2,Phase Inactive  (Phase 2),,,
1633711520,11,2,Phase End Red Cl  (Phase 2),,,
1633711520,0,4,Phase On  (Phase 4),,,
1633711520,1,4,Phase Begin Green  (Phase 4),,,
1633711520,65,1,Overlap Off  (Overlap  (Overlap A),,,
1633711520,31,1,Barrier Term  (Preceding Phase 1),,,
1633711520,48,4,Ped Omit On  (Ped 4),,,
1633711520,41,2,Phase Hold Active  (Phase 2),,,
1633711521,81,12,Detector Off  (Veh Det #12),,,
1633711522,82,11,Detector On  (Veh Det #11),,,
1633711523,81,14,Detector Off  (Veh Det #14),,,
1633711524,82,15,Detector On  (Veh Det #15),,,
1633711525,81,11,Detector Off  (Veh Det #11),,,
1633711526,81,15,Detector Off  (Veh Det #15),,,
1633711526,3,4,Phase Min Complete  (Phase 4),,,
1633711526,82,12,Detector On  (Veh Det #12),,,
1633711527,82,15,Detector On  (Veh Det #15),,,
1633711528,82,14,Detector On  (Veh Det #14),,,
1633711528,81,14,Detector Off  (Veh Det #14),,,
1633711529,81,15,Detector Off  (Veh Det #15),,,
1633711530,82,14,Detector On  (Veh Det #14),,,
1633711530,82,15,Detector On  (Veh Det #15),,,
1633711531,81,15,Detector Off  (Veh Det #15),,,
1633711532,81,14,Detector Off  (Veh Det #14),,,
1633711532,82,15,Detector On  (Veh Det #15),,,
1633711533,81,15,Detector Off  (Veh Det #15),,,
1633711535,82,14,Detector On  (Veh Det #14),,,
1633711535,81,14,Detector Off  (Veh Det #14),,,
1633711537,82,14,Detector On  (Veh Det #14),,,
1633711537,81,14,Detector Off  (Veh Det #14),,,
1633711539,46,4,Phase Omit On  (Phase 4),,,
1633711541,81,4,Detector Off  (Veh Det #4),,,
1633711541,44,4,Phase Call Dropped  (Phase 4),,,
1633711544,82,4,Detector On  (Veh Det #4),,,
1633711544,82,14,Detector On  (Veh Det #14),,,
1633711544,43,4,Phase Call Registered  (Phase 4),,,
1633711544,81,14,Detector Off  (Veh Det #14),,,
1633711550,7,4,Phase Green Term  (Phase 4),,,
1633711550,8,4,Phase Begin Yellow Cl  (Phase 4),,,
1633711550,6,4,Phase Force Off  (Phase 4),,,
1633711550,2,4,Phase Check  (Phase 4),,,
1633711552,46,1,Phase Omit On  (Phase 1),,,
1633711554,9,4,Phase End Yellow Cl  (Phase 4),,,
1633711554,10,4,Phase Begin Red Cl  (Phase 4),,,
1633711554,82,13,Detector On  (Veh Det #13),,,
1633711555,81,13,Detector Off  (Veh Det #13),,,
1633711555,12,4,Phase Inactive  (Phase 4),,,
1633711555,11,4,Phase End Red Cl  (Phase 4),,,
1633711555,0,1,Phase On  (Phase 1),,,
1633711555,1,1,Phase Begin Green  (Phase 1),,,
1633711555,61,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633711555,31,1,Barrier Term  (Preceding Phase 1),,,
1633711561,3,1,Phase Min Complete  (Phase 1),,,
1633711562,81,1,Detector Off  (Veh Det #1),,,
1633711562,44,1,Phase Call Dropped  (Phase 1),,,
1633711563,82,15,Detector On  (Veh Det #15),,,
1633711563,7,1,Phase Green Term  (Phase 1),,,
1633711563,8,1,Phase Begin Yellow Cl  (Phase 1),,,
1633711563,6,1,Phase Force Off  (Phase 1),,,
1633711565,81,15,Detector Off  (Veh Det #15),,,
1633711567,82,9,Detector On  (Veh Det #9),,,
1633711567,9,1,Phase End Yellow Cl  (Phase 1),,,
1633711567,10,1,Phase Begin Red Cl  (Phase 1),,,
1633711568,81,9,Detector Off  (Veh Det #9),,,
1633711568,150,5,Coord Cycle State,,,
1633711568,12,1,Phase Inactive  (Phase 1),,,
1633711568,11,1,Phase End Red Cl  (Phase 1),,,
1633711568,0,2,Phase On  (Phase 2),,,
1633711568,1,2,Phase Begin Green  (Phase 2),,,
1633711568,21,2,Ped Begin Walk  (Ped 2),,,
1633711568,1102,2,Bike Call Off  (Phase 2),,,
1633711568,48,1,Ped Omit On  (Ped 1),,,
1633711568,150,1,Coord Cycle State,,,
1633711568,1103,2,Bike Call On  (Phase 2),,,
1633711569,82,1,Detector On  (Veh Det #1),,,
1633711569,2,1,Phase Check  (Phase 1),,,
1633711569,43,1,Phase Call Registered  (Phase 1),,,
1633711570,81,1,Detector Off  (Veh Det #1),,,
1633711570,44,1,Phase Call Dropped  (Phase 1),,,
1633711570,82,1,Detector On  (Veh Det #1),,,
1633711570,2,1,Phase Check  (Phase 1),,,
1633711570,43,1,Phase Call Registered  (Phase 1),,,
1633711570,81,1,Detector Off  (Veh Det #1),,,
1633711570,44,1,Phase Call Dropped  (Phase 1),,,
1633711575,82,10,Detector On  (Veh Det #10),,,
1633711575,81,10,Detector Off  (Veh Det #10),,,
1633711576,3,2,Phase Min Complete  (Phase 2),,,
1633711578,82,11,Detector On  (Veh Det #11),,,
1633711585,81,12,Detector Off  (Veh Det #12),,,
1633711588,81,11,Detector Off  (Veh Det #11),,,
1633711588,82,10,Detector On  (Veh Det #10),,,
1633711588,81,10,Detector Off  (Veh Det #10),,,
1633711589,82,12,Detector On  (Veh Det #12),,,
1633711589,82,16,Detector On  (Veh Det #16),,,
1633711589,81,16,Detector Off  (Veh Det #16),,,
1633711589,82,1,Detector On  (Veh Det #1),,,
1633711589,2,1,Phase Check  (Phase 1),,,
1633711589,43,1,Phase Call Registered  (Phase 1),,,
1633711590,82,10,Detector On  (Veh Det #10),,,
1633711590,22,2,Ped Begin Clearance  (Ped 2),,,
1633711590,42,2,Phase Hold Released  (Phase 2),,,
1633711590,46,2,Phase Omit On  (Phase 2),,,
1633711590,81,10,Detector Off  (Veh Det #10),,,
1633711597,82,10,Detector On  (Veh Det #10),,,
1633711598,81,10,Detector Off  (Veh Det #10),,,
1633711601,81,12,Detector Off  (Veh Det #12),,,
1633711605,151,4,Coord Phase Yield Pt  (Phase 4),,,
1633711605,7,2,Phase Green Term  (Phase 2),,,
1633711605,8,2,Phase Begin Yellow Cl  (Phase 2),,,
1633711605,23,2,Ped Begin Don’t Walk  (Ped 2),,,
1633711605,47,2,Phase Omit Off  (Phase 2),,,
1633711605,47,4,Phase Omit Off  (Phase 4),,,
1633711605,49,4,Ped Omit Off  (Ped 4),,,
1633711605,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633711605,151,1,Coord Phase Yield Pt  (Phase 1),,,
1633711605,151,3,Coord Phase Yield Pt  (Phase 3),,,
1633711605,2,2,Phase Check  (Phase 2),,,
1633711605,47,1,Phase Omit Off  (Phase 1),,,
1633711605,49,1,Ped Omit Off  (Ped 1),,,
1633711606,82,12,Detector On  (Veh Det #12),,,
1633711606,81,2,Detector Off  (Veh Det #2),,,
1633711606,82,2,Detector On  (Veh Det #2),,,
1633711608,81,12,Detector Off  (Veh Det #12),,,
1633711609,9,2,Phase End Yellow Cl  (Phase 2),,,
1633711609,10,2,Phase Begin Red Cl  (Phase 2),,,
1633711609,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633711609,81,2,Detector Off  (Veh Det #2),,,
1633711610,82,11,Detector On  (Veh Det #11),,,
1633711610,12,2,Phase Inactive  (Phase 2),,,
1633711610,11,2,Phase End Red Cl  (Phase 2),,,
1633711610,0,4,Phase On  (Phase 4),,,
1633711610,1,4,Phase Begin Green  (Phase 4),,,
1633711610,65,1,Overlap Off  (Overlap  (Overlap A),,,
1633711610,31,1,Barrier Term  (Preceding Phase 1),,,
1633711610,48,4,Ped Omit On  (Ped 4),,,
1633711610,41,2,Phase Hold Active  (Phase 2),,,
1633711611,82,2,Detector On  (Veh Det #2),,,
1633711611,81,11,Detector Off  (Veh Det #11),,,
1633711614,82,11,Detector On  (Veh Det #11),,,
1633711615,82,15,Detector On  (Veh Det #15),,,
1633711615,82,13,Detector On  (Veh Det #13),,,
1633711616,81,11,Detector Off  (Veh Det #11),,,
1633711616,81,15,Detector Off  (Veh Det #15),,,
1633711616,81,13,Detector Off  (Veh Det #13),,,
1633711616,3,4,Phase Min Complete  (Phase 4),,,
1633711618,82,15,Detector On  (Veh Det #15),,,
1633711618,82,12,Detector On  (Veh Det #12),,,
1633711619,81,15,Detector Off  (Veh Det #15),,,
1633711619,82,14,Detector On  (Veh Det #14),,,
1633711619,81,14,Detector Off  (Veh Det #14),,,
1633711620,82,14,Detector On  (Veh Det #14),,,
1633711620,82,13,Detector On  (Veh Det #13),,,
1633711620,81,12,Detector Off  (Veh Det #12),,,
1633711620,81,14,Detector Off  (Veh Det #14),,,
1633711621,82,12,Detector On  (Veh Det #12),,,
1633711621,82,15,Detector On  (Veh Det #15),,,
1633711622,81,15,Detector Off  (Veh Det #15),,,
1633711622,81,13,Detector Off  (Veh Det #13),,,
1633711623,82,15,Detector On  (Veh Det #15),,,
1633711623,82,14,Detector On  (Veh Det #14),,,
1633711624,81,14,Detector Off  (Veh Det #14),,,
1633711624,81,15,Detector Off  (Veh Det #15),,,
1633711624,82,13,Detector On  (Veh Det #13),,,
1633711626,81,13,Detector Off  (Veh Det #13),,,
1633711626,82,14,Detector On  (Veh Det #14),,,
1633711627,81,14,Detector Off  (Veh Det #14),,,
1633711627,82,14,Detector On  (Veh Det #14),,,
1633711628,81,14,Detector Off  (Veh Det #14),,,
1633711629,46,4,Phase Omit On  (Phase 4),,,
1633711629,82,11,Detector On  (Veh Det #11),,,
1633711631,82,14,Detector On  (Veh Det #14),,,
1633711632,81,4,Detector Off  (Veh Det #4),,,
1633711632,44,4,Phase Call Dropped  (Phase 4),,,
1633711632,82,4,Detector On  (Veh Det #4),,,
1633711632,43,4,Phase Call Registered  (Phase 4),,,
1633711633,81,14,Detector Off  (Veh Det #14),,,
1633711633,81,11,Detector Off  (Veh Det #11),,,
1633711633,82,11,Detector On  (Veh Det #11),,,
1633711634,81,4,Detector Off  (Veh Det #4),,,
1633711634,44,4,Phase Call Dropped  (Phase 4),,,
1633711637,7,4,Phase Green Term  (Phase 4),,,
1633711637,8,4,Phase Begin Yellow Cl  (Phase 4),,,
1633711637,4,4,Phase Gap Out  (Phase 4),,,
1633711640,6,4,Phase Force Off  (Phase 4),,,
1633711641,9,4,Phase End Yellow Cl  (Phase 4),,,
1633711641,10,4,Phase Begin Red Cl  (Phase 4),,,
1633711642,82,13,Detector On  (Veh Det #13),,,
1633711642,12,4,Phase Inactive  (Phase 4),,,
1633711642,11,4,Phase End Red Cl  (Phase 4),,,
1633711642,0,1,Phase On  (Phase 1),,,
1633711642,1,1,Phase Begin Green  (Phase 1),,,
1633711642,61,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633711642,31,1,Barrier Term  (Preceding Phase 1),,,
1633711642,48,1,Ped Omit On  (Ped 1),,,
1633711643,82,4,Detector On  (Veh Det #4),,,
1633711643,2,4,Phase Check  (Phase 4),,,
1633711643,43,4,Phase Call Registered  (Phase 4),,,
1633711644,81,13,Detector Off  (Veh Det #13),,,
1633711645,46,1,Phase Omit On  (Phase 1),,,
1633711647,81,1,Detector Off  (Veh Det #1),,,
1633711647,44,1,Phase Call Dropped  (Phase 1),,,
1633711648,3,1,Phase Min Complete  (Phase 1),,,
1633711648,7,1,Phase Green Term  (Phase 1),,,
1633711648,8,1,Phase Begin Yellow Cl  (Phase 1),,,
1633711648,4,1,Phase Gap Out  (Phase 1),,,
1633711649,82,13,Detector On  (Veh Det #13),,,
1633711650,81,13,Detector Off  (Veh Det #13),,,
1633711650,6,1,Phase Force Off  (Phase 1),,,
1633711652,9,1,Phase End Yellow Cl  (Phase 1),,,
1633711652,10,1,Phase Begin Red Cl  (Phase 1),,,
1633711653,12,1,Phase Inactive  (Phase 1),,,
1633711653,11,1,Phase End Red Cl  (Phase 1),,,
1633711653,0,2,Phase On  (Phase 2),,,
1633711653,1,2,Phase Begin Green  (Phase 2),,,
1633711653,21,2,Ped Begin Walk  (Ped 2),,,
1633711653,1102,2,Bike Call Off  (Phase 2),,,
1633711654,1103,2,Bike Call On  (Phase 2),,,
1633711658,150,5,Coord Cycle State,,,
1633711658,81,11,Detector Off  (Veh Det #11),,,
1633711658,150,1,Coord Cycle State,,,
1633711659,81,12,Detector Off  (Veh Det #12),,,
1633711660,82,10,Detector On  (Veh Det #10),,,
1633711660,82,11,Detector On  (Veh Det #11),,,
1633711661,81,10,Detector Off  (Veh Det #10),,,
1633711661,3,2,Phase Min Complete  (Phase 2),,,
1633711662,82,12,Detector On  (Veh Det #12),,,
1633711662,81,12,Detector Off  (Veh Det #12),,,
1633711662,81,11,Detector Off  (Veh Det #11),,,
1633711664,82,10,Detector On  (Veh Det #10),,,
1633711665,82,11,Detector On  (Veh Det #11),,,
1633711665,81,10,Detector Off  (Veh Det #10),,,
1633711666,82,12,Detector On  (Veh Det #12),,,
1633711666,81,11,Detector Off  (Veh Det #11),,,
1633711666,81,12,Detector Off  (Veh Det #12),,,
1633711667,82,13,Detector On  (Veh Det #13),,,
1633711668,82,11,Detector On  (Veh Det #11),,,
1633711669,81,11,Detector Off  (Veh Det #11),,,
1633711671,82,12,Detector On  (Veh Det #12),,,
1633711672,81,12,Detector Off  (Veh Det #12),,,
1633711672,82,12,Detector On  (Veh Det #12),,,
1633711673,81,12,Detector Off  (Veh Det #12),,,
1633711675,82,12,Detector On  (Veh Det #12),,,
1633711676,81,13,Detector Off  (Veh Det #13),,,
1633711679,82,11,Detector On  (Veh Det #11),,,
1633711680,22,2,Ped Begin Clearance  (Ped 2),,,
1633711680,42,2,Phase Hold Released  (Phase 2),,,
1633711680,46,2,Phase Omit On  (Phase 2),,,
1633711680,81,11,Detector Off  (Veh Det #11),,,
1633711682,82,11,Detector On  (Veh Det #11),,,
1633711683,82,9,Detector On  (Veh Det #9),,,
1633711683,82,10,Detector On  (Veh Det #10),,,
1633711683,81,11,Detector Off  (Veh Det #11),,,
1633711683,82,11,Detector On  (Veh Det #11),,,
1633711684,81,9,Detector Off  (Veh Det #9),,,
1633711684,82,13,Detector On  (Veh Det #13),,,
1633711684,81,10,Detector Off  (Veh Det #10),,,
1633711684,81,13,Detector Off  (Veh Det #13),,,
1633711686,81,11,Detector Off  (Veh Det #11),,,
1633711686,82,14,Detector On  (Veh Det #14),,,
1633711686,82,9,Detector On  (Veh Det #9),,,
1633711686,82,10,Detector On  (Veh Det #10),,,
1633711687,81,10,Detector Off  (Veh Det #10),,,
1633711688,82,10,Detector On  (Veh Det #10),,,
1633711688,82,11,Detector On  (Veh Det #11),,,
1633711688,82,1,Detector On  (Veh Det #1),,,
1633711688,82,16,Detector On  (Veh Det #16),,,
1633711688,2,1,Phase Check  (Phase 1),,,
1633711688,43,1,Phase Call Registered  (Phase 1),,,
1633711688,81,10,Detector Off  (Veh Det #10),,,
1633711688,81,9,Detector Off  (Veh Det #9),,,
1633711688,81,16,Detector Off  (Veh Det #16),,,
1633711688,82,16,Detector On  (Veh Det #16),,,
1633711689,81,16,Detector Off  (Veh Det #16),,,
1633711689,81,14,Detector Off  (Veh Det #14),,,
1633711689,82,9,Detector On  (Veh Det #9),,,
1633711689,82,10,Detector On  (Veh Det #10),,,
1633711690,81,9,Detector Off  (Veh Det #9),,,
1633711690,81,10,Detector Off  (Veh Det #10),,,
1633711691,81,11,Detector Off  (Veh Det #11),,,
1633711692,82,9,Detector On  (Veh Det #9),,,
1633711693,81,12,Detector Off  (Veh Det #12),,,
1633711694,81,9,Detector Off  (Veh Det #9),,,
1633711695,82,9,Detector On  (Veh Det #9),,,
1633711695,82,12,Detector On  (Veh Det #12),,,
1633711695,151,4,Coord Phase Yield Pt  (Phase 4),,,
1633711695,7,2,Phase Green Term  (Phase 2),,,
1633711695,8,2,Phase Begin Yellow Cl  (Phase 2),,,
1633711695,23,2,Ped Begin Don’t Walk  (Ped 2),,,
1633711695,47,2,Phase Omit Off  (Phase 2),,,
1633711695,47,4,Phase Omit Off  (Phase 4),,,
1633711695,49,4,Ped Omit Off  (Ped 4),,,
1633711695,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633711695,151,1,Coord Phase Yield Pt  (Phase 1),,,
1633711695,151,3,Coord Phase Yield Pt  (Phase 3),,,
1633711695,2,2,Phase Check  (Phase 2),,,
1633711695,47,1,Phase Omit Off  (Phase 1),,,
1633711695,49,1,Ped Omit Off  (Ped 1),,,
1633711696,81,9,Detector Off  (Veh Det #9),,,
1633711696,82,10,Detector On  (Veh Det #10),,,
1633711697,82,11,Detector On  (Veh Det #11),,,
1633711697,81,11,Detector Off  (Veh Det #11),,,
1633711697,81,10,Detector Off  (Veh Det #10),,,
1633711698,81,12,Detector Off  (Veh Det #12),,,
1633711699,9,2,Phase End Yellow Cl  (Phase 2),,,
1633711699,10,2,Phase Begin Red Cl  (Phase 2),,,
1633711699,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633711699,82,10,Detector On  (Veh Det #10),,,
1633711700,82,11,Detector On  (Veh Det #11),,,
1633711700,12,2,Phase Inactive  (Phase 2),,,
1633711700,11,2,Phase End Red Cl  (Phase 2),,,
1633711700,0,4,Phase On  (Phase 4),,,
1633711700,1,4,Phase Begin Green  (Phase 4),,,
1633711700,65,1,Overlap Off  (Overlap  (Overlap A),,,
1633711700,31,1,Barrier Term  (Preceding Phase 1),,,
1633711700,48,4,Ped Omit On  (Ped 4),,,
1633711700,41,2,Phase Hold Active  (Phase 2),,,
1633711701,81,10,Detector Off  (Veh Det #10),,,
1633711701,81,11,Detector Off  (Veh Det #11),,,
1633711701,82,9,Detector On  (Veh Det #9),,,
1633711702,81,9,Detector Off  (Veh Det #9),,,
1633711704,82,11,Detector On  (Veh Det #11),,,
1633711705,81,11,Detector Off  (Veh Det #11),,,
1633711706,3,4,Phase Min Complete  (Phase 4),,,
1633711713,81,4,Detector Off  (Veh Det #4),,,
1633711713,44,4,Phase Call Dropped  (Phase 4),,,
1633711713,82,4,Detector On  (Veh Det #4),,,
1633711713,43,4,Phase Call Registered  (Phase 4),,,
1633711713,81,4,Detector Off  (Veh Det #4),,,
1633711713,44,4,Phase Call Dropped  (Phase 4),,,
1633711716,7,4,Phase Green Term  (Phase 4),,,
1633711716,8,4,Phase Begin Yellow Cl  (Phase 4),,,
1633711716,4,4,Phase Gap Out  (Phase 4),,,
1633711717,82,14,Detector On  (Veh Det #14),,,
1633711718,82,4,Detector On  (Veh Det #4),,,
1633711718,2,4,Phase Check  (Phase 4),,,
1633711718,43,4,Phase Call Registered  (Phase 4),,,
1633711718,81,14,Detector Off  (Veh Det #14),,,
1633711719,46,4,Phase Omit On  (Phase 4),,,
1633711720,81,4,Detector Off  (Veh Det #4),,,
1633711720,9,4,Phase End Yellow Cl  (Phase 4),,,
1633711720,10,4,Phase Begin Red Cl  (Phase 4),,,
1633711721,12,4,Phase Inactive  (Phase 4),,,
1633711721,11,4,Phase End Red Cl  (Phase 4),,,
1633711721,0,1,Phase On  (Phase 1),,,
1633711721,1,1,Phase Begin Green  (Phase 1),,,
1633711721,61,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633711721,31,1,Barrier Term  (Preceding Phase 1),,,
1633711721,82,14,Detector On  (Veh Det #14),,,
1633711722,81,14,Detector Off  (Veh Det #14),,,
1633711722,82,4,Detector On  (Veh Det #4),,,
1633711726,82,11,Detector On  (Veh Det #11),,,
1633711726,81,11,Detector Off  (Veh Det #11),,,
1633711727,81,1,Detector Off  (Veh Det #1),,,
1633711727,44,1,Phase Call Dropped  (Phase 1),,,
1633711727,82,16,Detector On  (Veh Det #16),,,
1633711727,3,1,Phase Min Complete  (Phase 1),,,
1633711727,82,1,Detector On  (Veh Det #1),,,
1633711727,43,1,Phase Call Registered  (Phase 1),,,
1633711728,81,16,Detector Off  (Veh Det #16),,,
1633711728,82,11,Detector On  (Veh Det #11),,,
1633711729,82,10,Detector On  (Veh Det #10),,,
1633711729,82,13,Detector On  (Veh Det #13),,,
1633711729,7,1,Phase Green Term  (Phase 1),,,
1633711729,8,1,Phase Begin Yellow Cl  (Phase 1),,,
1633711729,6,1,Phase Force Off  (Phase 1),,,
1633711729,2,1,Phase Check  (Phase 1),,,
1633711730,81,10,Detector Off  (Veh Det #10),,,
1633711730,81,13,Detector Off  (Veh Det #13),,,
1633711731,81,1,Detector Off  (Veh Det #1),,,
1633711731,44,1,Phase Call Dropped  (Phase 1),,,
1633711733,82,16,Detector On  (Veh Det #16),,,
1633711733,81,16,Detector Off  (Veh Det #16),,,
1633711733,46,1,Phase Omit On  (Phase 1),,,
1633711733,9,1,Phase End Yellow Cl  (Phase 1),,,
1633711733,10,1,Phase Begin Red Cl  (Phase 1),,,
1633711734,82,1,Detector On  (Veh Det #1),,,
1633711734,2,1,Phase Check  (Phase 1),,,
1633711734,43,1,Phase Call Registered  (Phase 1),,,
1633711734,81,1,Detector Off  (Veh Det #1),,,
1633711734,12,1,Phase Inactive  (Phase 1),,,
1633711734,11,1,Phase End Red Cl  (Phase 1),,,
1633711734,0,2,Phase On  (Phase 2),,,
1633711734,1,2,Phase Begin Green  (Phase 2),,,
1633711734,21,2,Ped Begin Walk  (Ped 2),,,
1633711734,44,1,Phase Call Dropped  (Phase 1),,,
1633711734,1102,2,Bike Call Off  (Phase 2),,,
1633711734,1103,2,Bike Call On  (Phase 2),,,
1633711736,82,13,Detector On  (Veh Det #13),,,
1633711738,81,13,Detector Off  (Veh Det #13),,,
1633711740,81,11,Detector Off  (Veh Det #11),,,
1633711742,3,2,Phase Min Complete  (Phase 2),,,
1633711743,82,11,Detector On  (Veh Det #11),,,
1633711744,81,11,Detector Off  (Veh Det #11),,,
1633711745,82,12,Detector On  (Veh Det #12),,,
1633711745,82,15,Detector On  (Veh Det #15),,,
1633711746,81,12,Detector Off  (Veh Det #12),,,
1633711746,81,15,Detector Off  (Veh Det #15),,,
1633711747,82,11,Detector On  (Veh Det #11),,,
1633711748,81,11,Detector Off  (Veh Det #11),,,
1633711748,150,5,Coord Cycle State,,,
1633711748,48,1,Ped Omit On  (Ped 1),,,
1633711748,150,1,Coord Cycle State,,,
1633711751,81,2,Detector Off  (Veh Det #2),,,
1633711753,82,11,Detector On  (Veh Det #11),,,
1633711753,82,2,Detector On  (Veh Det #2),,,
1633711754,81,11,Detector Off  (Veh Det #11),,,
1633711756,82,10,Detector On  (Veh Det #10),,,
1633711756,82,11,Detector On  (Veh Det #11),,,
1633711756,81,10,Detector Off  (Veh Det #10),,,
1633711757,81,11,Detector Off  (Veh Det #11),,,
1633711758,82,10,Detector On  (Veh Det #10),,,
1633711758,82,11,Detector On  (Veh Det #11),,,
1633711759,81,10,Detector Off  (Veh Det #10),,,
1633711759,81,11,Detector Off  (Veh Det #11),,,
1633711761,82,10,Detector On  (Veh Det #10),,,
1633711761,82,11,Detector On  (Veh Det #11),,,
1633711762,81,10,Detector Off  (Veh Det #10),,,
1633711762,81,11,Detector Off  (Veh Det #11),,,
1633711763,82,10,Detector On  (Veh Det #10),,,
1633711763,82,12,Detector On  (Veh Det #12),,,
1633711764,81,10,Detector Off  (Veh Det #10),,,
1633711764,81,12,Detector Off  (Veh Det #12),,,
1633711765,82,15,Detector On  (Veh Det #15),,,
1633711766,81,2,Detector Off  (Veh Det #2),,,
1633711766,82,11,Detector On  (Veh Det #11),,,
1633711766,82,2,Detector On  (Veh Det #2),,,
1633711767,81,11,Detector Off  (Veh Det #11),,,
1633711768,82,11,Detector On  (Veh Det #11),,,
1633711769,81,11,Detector Off  (Veh Det #11),,,
1633711769,82,11,Detector On  (Veh Det #11),,,
1633711770,22,2,Ped Begin Clearance  (Ped 2),,,
1633711770,42,2,Phase Hold Released  (Phase 2),,,
1633711770,46,2,Phase Omit On  (Phase 2),,,
1633711770,81,11,Detector Off  (Veh Det #11),,,
1633711772,82,12,Detector On  (Veh Det #12),,,
1633711773,81,12,Detector Off  (Veh Det #12),,,
1633711773,82,10,Detector On  (Veh Det #10),,,
1633711774,81,10,Detector Off  (Veh Det #10),,,
1633711775,82,11,Detector On  (Veh Det #11),,,
1633711775,82,9,Detector On  (Veh Det #9),,,
1633711776,81,11,Detector Off  (Veh Det #11),,,
1633711776,81,9,Detector Off  (Veh Det #9),,,
1633711776,90,4,Ped Detector On  (Ped Det #4),,,
1633711776,45,4,Ped Call Registered  (Ped 4),,,
1633711777,82,10,Detector On  (Veh Det #10),,,
1633711777,89,4,Ped Detector Off  (Ped Det #4),,,
1633711777,90,4,Ped Detector On  (Ped Det #4),,,
1633711777,81,10,Detector Off  (Veh Det #10),,,
1633711777,89,4,Ped Detector Off  (Ped Det #4),,,
